http://media.tumblr.com/tumblr_m44k4tgDhF1qlfwzk.gif serious_face
http://media.tumblr.com/tumblr_lwa7neGjKq1qbnxu6.gif happy_to_sad
http://media.tumblr.com/tumblr_m7r4oiWEr21rrtyzk.gif out_of_energy
http://media.tumblr.com/tumblr_m1sd49p9hi1qavdah.gif that is pathetic
http://www.reactiongifs.com/wp-content/uploads/2012/07/20120607035837_auto.gif head_nod approval
https://mail.google.com/mail/u/0/?ui=2&ik=fcb2c9e123&view=att&th=1393060817b12cd7&attid=0.1&disp=emb&realattid=ii_1393060036f4a1a9&zw&atsh=1 wink
http://media.tumblr.com/tumblr_m8qjyoPDRx1qfdfzf.gif peer_pressure
http://i.imgur.com/VRZEw.gif unimpressed
http://i.imgur.com/JWPHy.gif disappointed
http://25.media.tumblr.com/tumblr_m8tlo4PAjb1rdpuxuo1_500.gif yeah
http://animatedgifimages.net/wp-content/uploads/2012/06/257d8__laugh.gif laugh_in_face
http://i.imgur.com/HhN4y.gif get_the_fuck_out
http://media.tumblr.com/tumblr_m4v9tvx2FH1qc3wcn.gif running
http://media.tumblr.com/tumblr_m59tlbUBth1r2enn3.gif sigh
http://25.media.tumblr.com/tumblr_m4mluf3S3K1rwcc6bo1_500.gif empty_bottle
http://media.tumblr.com/tumblr_lpzxbvrJap1qhdftx.gif not_amused
http://media.tumblr.com/tumblr_lwixn7KLRs1qjflfo.gif bored
http://media.tumblr.com/tumblr_lpzx2xXVd71qhdftx.gif middle_finger
http://media.tumblr.com/tumblr_lq04ksAl7f1qhdftx.gif hell_naw
http://media.tumblr.com/tumblr_ljrokaCuK01qc0hek.gif falling_asleep
http://i1188.photobucket.com/albums/z408/majere616/GIFs/tumblr_llo4bzU2LP1qbbc6wo1_500.gif owl come_at_me_bro attitude
http://www.moneyaftergraduation.com/wp-content/uploads/2012/07/tumblr_m4xay1g8e51rnvwt11.gif hurry_up
http://i.imgur.com/Yan5F.jpg surprised surprise
http://media.tumblr.com/tumblr_lt58paOMAw1qztwte.gif disappointed
http://25.media.tumblr.com/tumblr_lmd0da7Wu21qzbkx0o1_400.gif disappointed
http://media.tumblr.com/tumblr_lm8m7jqb7s1qza6y2.gif no
http://media.tumblr.com/tumblr_m8589zdKZH1r5vbrj.gif success
http://25.media.tumblr.com/tumblr_m53lb3HUr81rwcc6bo1_400.gif success
http://25.media.tumblr.com/tumblr_m7uihm5ynZ1r6hhono1_500.gif mission_accomplished
http://24.media.tumblr.com/tumblr_m6wkpsDLW11qihztbo1_500.gif fuck_yeah
